"year","firstname","rank","genderindex"
"1989","Skylar",90,0.31
"1989","Kelcey",100,0.82
"1989","Frankie",89,0.25
"1989","Rosario",63,0.73
"1989","Lorin",43,0.78
"1989","Sheridan",60,0.68
"1989","Addison",20,0.23
"1989","Marlen",54,0.9
"1989","Charley",29,0.59
"1989","Ashtin",92,0.83
"1989","Robbie",71,0.21
"1989","Jan",30,0.33
"1989","Aubry",55,0.86
"1989","Dee",65,0.71
"1989","Jullian",39,0.44
"1989","Marlo",98,0.49
"1989","Jacque",97,0.5
"1989","Arden",87,0.6
"1989","Emery",45,0.26
"1989","Kennedy",6,0.27
"1989","Ivey",81,0.73
"1989","Carman",73,0.81
"1989","Arlyn",61,0.83
"1989","Karon",5,0.33
"1989","Ellery",17,0.6
"1989","Marlowe",80,0.69
"1989","Berlin",28,0.55
"1989","Caron",32,0.51
"1989","Germaine",88,0.32
"1989","Lavon",50,0.19
"1989","Lou",79,0.43
"1989","Taran",49,0.53
"1989","Alpha",72,0.51
"1989","Deon",77,0.04
"1989","Joell",36,0.53
"1989","Mckinley",51,0.2
"1989","Donnie",83,0.03
"1989","Gale",67,0.42
"1989","Waverly",31,0.36
"1989","Artie",86,0.15
"1990","Ashley",11,1
"1990","Lauren",3,1
"1990","Courtney",41,0.96
"1990","Kelsey",78,0.98
"1990","Kelly",10,0.93
"1990","Taylor",57,0.54
"1990","Allison",37,1
"1990","Lindsey",7,0.99
"1990","Morgan",12,0.87
"1990","Whitney",23,0.99
"1990","Shannon",47,0.91
"1990","Lindsay",13,0.99
"1990","Shelby",2,0.91
"1990","Leslie",4,0.91
"1990","Lacey",62,0.99
"1990","Sydney",8,0.97
"1990","Stacy",27,0.92
"1990","Meredith",94,1
"1990","Robin",85,0.84
"1990","Madison",42,0.91
"1990","Tracy",40,0.78
"1990","Bailey",22,0.94
"1990","Hilary",9,0.99
"1990","Michele",75,0.97
"1990","Christy",34,0.99
"1990","Aubrey",1,0.83
"1990","Kelley",26,0.94
"1990","Jaime",74,0.39
"1990","Cheyenne",19,0.94
"1990","Lacy",18,0.96
"1990","Sandy",15,0.93
"1990","Kendall",35,0.44
"1990","Leigh",25,0.95
"1990","Blair",58,0.63
"1990","Lesley",14,0.95
"1990","Paris",21,0.66
"1990","Skylar",90,0.49
"1990","Shelly",38,0.98
"1990","Lynn",46,0.84
"1990","Elisha",95,0.76
"1990","Stevie",33,0.69
"1990","Shelley",52,0.98
"1990","Kiley",99,0.91
"1990","Jean",68,0.44
"1990","Avery",91,0.4
"1990","Brook",66,0.82
"1990","Jodie",70,0.92
"1990","Sidney",84,0.37
"1990","Carlie",64,0.97
"1990","Rosario",63,0.8
"1990","Lashawn",53,0.73
"1990","Marlen",54,0.94
"1990","Frankie",89,0.23
"1990","Kelcey",100,0.83
"1990","Lorin",43,0.85
"1990","Sheridan",60,0.64
"1990","Addison",20,0.23
"1990","Charley",29,0.51
"1990","Clair",24,0.88
"1990","Jan",30,0.28
"1990","Robbie",71,0.2
"1990","Ashtin",92,0.74
"1990","Aubry",55,0.89
"1990","Jullian",39,0.35
"1990","Kennedy",6,0.36
"1990","Ivey",81,0.83
"1990","Marlo",98,0.54
"1990","Jacque",97,0.48
"1990","Emery",45,0.29
"1990","Ellery",17,0.6
"1990","Arden",87,0.65
"1990","Germaine",88,0.34
"1990","Lavon",50,0.2
"1990","Caron",32,0.66
"1990","Dee",65,0.53
"1990","Deon",77,0.05
"1990","Taran",49,0.47
"1990","Karon",5,0.21
"1990","Mckinley",51,0.2
"1990","Lou",79,0.34
"1990","Gale",67,0.59
"1990","Donnie",83,0.03
"1990","Joell",36,0.44
"1990","Marlowe",80,0.54
"1990","Alpha",72,0.51
"1990","Gerry",56,0.09
"1990","Arya",96,0.17
"1990","Waverly",31,0.36
"1991","Ashley",11,1
"1991","Lauren",3,1
"1991","Courtney",41,0.96
"1991","Kelsey",78,0.98
"1991","Taylor",57,0.57
"1991","Shelby",2,0.95
"1991","Kelly",10,0.92
"1991","Morgan",12,0.89
"1991","Allison",37,1
"1991","Lindsey",7,0.99
"1991","Whitney",23,0.99
"1991","Shannon",47,0.91
"1991","Lindsay",13,0.99
"1991","Leslie",4,0.91
"1991","Madison",42,0.94
"1991","Sydney",8,0.97
"1991","Lacey",62,0.99
"1991","Hillary",69,1
"1991","Cheyenne",19,0.94
"1991","Meredith",94,0.99
"1991","Bailey",22,0.94
"1991","Stacy",27,0.91
"1991","Robin",85,0.81
"1991","Hilary",9,1
"1991","Michele",75,0.98
"1991","Tracy",40,0.74
"1991","Aubrey",1,0.84
"1991","Christy",34,0.99
"1991","Jaime",74,0.35
"1991","Kelley",26,0.93
"1991","Lacy",18,0.97
"1991","Kendall",35,0.45
"1991","Sandy",15,0.95
"1991","Paris",21,0.63
"1991","Leigh",25,0.93
"1991","Blair",58,0.63
"1991","Beverly",44,0.99
"1991","Shelly",38,0.99
"1991","Lesley",14,0.93
"1991","Skylar",90,0.48
"1991","Stevie",33,0.68
"1991","Carlie",64,0.98
"1991","Avery",91,0.47
"1991","Lynn",46,0.84
"1991","Sidney",84,0.47
"1991","Kiley",99,0.95
"1991","Elisha",95,0.69
"1991","Jean",68,0.48
"1991","Shelley",52,0.98
"1991","Brook",66,0.81
"1991","Jodie",70,0.94
"1991","Rosario",63,0.78
"1991","Kelcey",100,0.85
"1991","Frankie",89,0.28
"1991","Lashawn",53,0.65
"1991","Marlen",54,0.91
"1991","Lindy",16,0.95
"1991","Sheridan",60,0.7
"1991","Addison",20,0.31
"1991","Lorin",43,0.77
"1991","Charley",29,0.52
"1991","Aubry",55,0.9
"1991","Ashtin",92,0.69
"1991","Jan",30,0.3
"1991","Robbie",71,0.22
"1991","Jullian",39,0.41
"1991","Kennedy",6,0.36
"1991","Marlo",98,0.51
"1991","Ellery",17,0.66
"1991","Emery",45,0.26
"1991","Arden",87,0.57
"1991","Dee",65,0.61
"1991","Jacque",97,0.53
"1991","Lavon",50,0.32
"1991","Berlin",28,0.79
"1991","Arlyn",61,0.71
"1991","Germaine",88,0.38
"1991","Taran",49,0.36
"1991","Caron",32,0.68
"1991","Karon",5,0.21
"1991","Sherrill",93,0.76
"1991","Mckinley",51,0.18
"1991","Deon",77,0.03
"1991","Gale",67,0.48
"1991","Gerry",56,0.14
"1991","Joell",36,0.4
"1991","Lou",79,0.21
"1991","Marlowe",80,0.32
"1991","Donnie",83,0.02
"1992","Ashley",11,1
"1992","Lauren",3,1
"1992","Taylor",57,0.66
"1992","Courtney",41,0.97
"1992","Kelsey",78,0.99
"1992","Shelby",2,0.96
"1992","Morgan",12,0.89
"1992","Kelly",10,0.93
"1992","Allison",37,1
"1992","Lindsey",7,0.99
"1992","Shannon",47,0.92
"1992","Lindsay",13,0.99
"1992","Whitney",23,0.99
"1992","Madison",42,0.95
"1992","Sydney",8,0.97
"1992","Hillary",69,1
"1992","Leslie",4,0.92
"1992","Cheyenne",19,0.96
"1992","Lacey",62,0.99
"1992","Bailey",22,0.94
"1992","Meredith",94,0.99
"1992","Stacy",27,0.9
"1992","Hilary",9,1
"1992","Aubrey",1,0.85
"1992","Robin",85,0.79
"1992","Tracy",40,0.78
"1992","Michele",75,0.97
"1992","Kendall",35,0.5
"1992","Christy",34,0.99
"1992","Kelley",26,0.92
"1992","Jaime",74,0.33
"1992","Lacy",18,0.96
"1992","Sandy",15,0.9
"1992","Paris",21,0.67
"1992","Blair",58,0.66
"1992","Avery",91,0.49
"1992","Leigh",25,0.95
"1992","Skylar",90,0.48
"1992","Stevie",33,0.73
"1992","Sidney",84,0.5
"1992","Lesley",14,0.95
"1992","Brook",66,0.89
"1992","Kiley",99,0.93
"1992","Elisha",95,0.69
"1992","Lynn",46,0.84
"1992","Jodie",70,0.94
"1992","Jean",68,0.38
"1992","Frankie",89,0.35
"1992","Kelcey",100,0.91
"1992","Marlen",54,0.94
"1992","Rosario",63,0.77
"1992","Sheridan",60,0.75
"1992","Addison",20,0.32
"1992","Lashawn",53,0.62
"1992","Lorin",43,0.8
"1992","Ashtin",92,0.84
"1992","Aubry",55,0.82
"1992","Charley",29,0.63
"1992","Clair",24,0.9
"1992","Kennedy",6,0.36
"1992","Robbie",71,0.24
"1992","Marlo",98,0.67
"1992","Emery",45,0.34
"1992","Arden",87,0.65
"1992","Jan",30,0.24
"1992","Mckinley",51,0.32
"1992","Taran",49,0.18
"1992","Jullian",39,0.33
"1992","Arlyn",61,0.76
"1992","Carman",73,0.76
"1992","Dee",65,0.66
"1992","Ellery",17,0.59
"1992","Karon",5,0.22
"1992","Berlin",28,0.66
"1992","Jacque",97,0.39
"1992","Germaine",88,0.3
"1992","Joell",36,0.47
"1992","Marlowe",80,0.47
"1992","Gerry",56,0.13
"1992","Lavon",50,0.15
"1992","Deon",77,0.03
"1992","Lou",79,0.33
"1992","Reese",59,0.05
"1992","Arya",96,0.2
"1992","Gale",67,0.48
"1992","Donnie",83,0.02
"1992","Waverly",31,0.51
"1993","Ashley",11,1
"1993","Taylor",57,0.74
"1993","Lauren",3,1
"1993","Courtney",41,0.97
"1993","Kelsey",78,0.99
"1993","Morgan",12,0.91
"1993","Shelby",2,0.95
"1993","Allison",37,1
"1993","Kelly",10,0.93
"1993","Shannon",47,0.94
"1993","Lindsey",7,0.99
"1993","Madison",42,0.95
"1993","Whitney",23,0.99
"1993","Lindsay",13,0.99
"1993","Sydney",8,0.97
"1993","Cheyenne",19,0.96
"1993","Leslie",4,0.92
"1993","Bailey",22,0.95
"1993","Lacey",62,1
"1993","Kendall",35,0.58
"1993","Meredith",94,1
"1993","Hillary",69,0.99
"1993","Aubrey",1,0.85
"1993","Robin",85,0.78
"1993","Stacy",27,0.89
"1993","Tracy",40,0.72
"1993","Michele",75,0.97
"1993","Jaime",74,0.32
"1993","Christy",34,0.99
"1993","Kelley",26,0.95
"1993","Paris",21,0.69
"1993","Skylar",90,0.5
"1993","Lacy",18,0.96
"1993","Sandy",15,0.92
"1993","Avery",91,0.34
"1993","Sidney",84,0.52
"1993","Carlie",64,0.99
"1993","Leigh",25,0.97
"1993","Blair",58,0.67
"1993","Hilary",9,0.98
"1993","Brook",66,0.88
"1993","Stevie",33,0.73
"1993","Kiley",99,0.94
"1993","Lesley",14,0.94
"1993","Shelly",38,0.98
"1993","Lynn",46,0.83
"1993","Elisha",95,0.66
"1993","Jodie",70,0.93
"1993","Jean",68,0.34
"1993","Rosario",63,0.81
"1993","Addison",20,0.36
"1993","Frankie",89,0.33
"1993","Kelcey",100,0.92
"1993","Sheridan",60,0.79
"1993","Kennedy",6,0.63
"1993","Marlen",54,0.93
"1993","Lashawn",53,0.67
"1993","Ashtin",92,0.89
"1993","Lorin",43,0.8
"1993","Arden",87,0.79
"1993","Aubry",55,0.91
"1993","Charley",29,0.56
"1993","Robbie",71,0.22
"1993","Clair",24,0.89
"1993","Emery",45,0.36
"1993","Mckinley",51,0.38
"1993","Ivey",81,0.82
"1993","Ellery",17,0.65
"1993","Jullian",39,0.35
"1993","Marlo",98,0.48
"1993","Taran",49,0.19
"1993","Jacque",97,0.48
"1993","Dee",65,0.59
"1993","Karon",5,0.2
"1993","Arlyn",61,0.71
"1993","Carman",73,0.77
"1993","Jan",30,0.15
"1993","Deon",77,0.04
"1993","Germaine",88,0.2
"1993","Joell",36,0.69
"1993","Donnie",83,0.05
"1993","Lavon",50,0.14
"1993","Caron",32,0.43
"1993","Lou",79,0.43
"1993","Reese",59,0.04
"1993","Gerry",56,0.09
"1993","Marlowe",80,0.4
"1993","Waverly",31,0.51
"1994","Ashley",11,1
"1994","Taylor",57,0.77
"1994","Lauren",3,1
"1994","Courtney",41,0.97
"1994","Morgan",12,0.92
"1994","Kelsey",78,0.98
"1994","Allison",37,1
"1994","Shelby",2,0.96
"1994","Madison",42,0.97
"1994","Shannon",47,0.93
"1994","Kelly",10,0.94
"1994","Lindsey",7,0.99
"1994","Sydney",8,0.98
"1994","Whitney",23,0.99
"1994","Cheyenne",19,0.97
"1994","Lindsay",13,1
"1994","Leslie",4,0.92
"1994","Bailey",22,0.93
"1994","Kendall",35,0.64
"1994","Lacey",62,0.99
"1994","Meredith",94,0.99
"1994","Aubrey",1,0.83
"1994","Stacy",27,0.88
"1994","Robin",85,0.78
"1994","Christy",34,0.99
"1994","Tracy",40,0.7
"1994","Skylar",90,0.53
"1994","Jaime",74,0.3
"1994","Sidney",84,0.6
"1994","Michele",75,0.97
"1994","Avery",91,0.33
"1994","Paris",21,0.71
"1994","Kelley",26,0.92
"1994","Sandy",15,0.94
"1994","Kennedy",6,0.78
"1994","Lacy",18,0.96
"1994","Hillary",69,0.98
"1994","Brook",66,0.88
"1994","Blair",58,0.68
"1994","Kiley",99,0.96
"1994","Stevie",33,0.76
"1994","Lesley",14,0.94
"1994","Leigh",25,0.96
"1994","Shelly",38,0.98
"1994","Lynn",46,0.84
"1994","Addison",20,0.44
"1994","Elisha",95,0.59
"1994","Jodie",70,0.97
"1994","Jean",68,0.4
"1994","Sheridan",60,0.84
"1994","Marlen",54,0.96
"1994","Rosario",63,0.78
"1994","Kelcey",100,0.89
"1994","Frankie",89,0.32
"1994","Ashtin",92,0.89
"1994","Lashawn",53,0.67
"1994","Lorin",43,0.82
"1994","Lindy",16,0.95
"1994","Arden",87,0.77
"1994","Charley",29,0.59
"1994","Waverly",31,0.87
"1994","Aubry",55,0.88
"1994","Mckinley",51,0.34
"1994","Emery",45,0.32
"1994","Robbie",71,0.24
"1994","Ellery",17,0.67
"1994","Dee",65,0.64
"1994","Taran",49,0.2
"1994","Arlyn",61,0.71
"1994","Marlo",98,0.43
"1994","Jan",30,0.15
"1994","Deon",77,0.03
"1994","Jullian",39,0.26
"1994","Donnie",83,0.06
"1994","Jacque",97,0.33
"1994","Caron",32,0.56
"1994","Reese",59,0.06
"1994","Marlowe",80,0.57
"1994","Germaine",88,0.2
"1994","Gerry",56,0.13
"1994","Lavon",50,0.1
"1994","Lou",79,0.27
"1994","Joell",36,0.47
"1994","Karon",5,0.07
"1994","Corliss",82,0.19
"1994","Gale",67,0.34
"1995","Ashley",11,1
"1995","Taylor",57,0.79
"1995","Lauren",3,1
"1995","Courtney",41,0.98
"1995","Morgan",12,0.9
"1995","Madison",42,0.97
"1995","Kelsey",78,0.98
"1995","Allison",37,1
"1995","Shelby",2,0.96
"1995","Sydney",8,0.99
"1995","Kelly",10,0.94
"1995","Shannon",47,0.93
"1995","Lindsey",7,0.99
"1995","Cheyenne",19,0.97
"1995","Bailey",22,0.78
"1995","Whitney",23,0.99
"1995","Lindsay",13,0.99
"1995","Leslie",4,0.93
"1995","Kendall",35,0.69
"1995","Meredith",94,0.99
"1995","Kennedy",6,0.89
"1995","Lacey",62,0.99
"1995","Aubrey",1,0.84
"1995","Sidney",84,0.69
"1995","Robin",85,0.77
"1995","Skylar",90,0.56
"1995","Stacy",27,0.87
"1995","Jaime",74,0.33
"1995","Tracy",40,0.68
"1995","Avery",91,0.32
"1995","Paris",21,0.71
"1995","Michele",75,0.97
"1995","Sandy",15,0.93
"1995","Kelley",26,0.92
"1995","Kiley",99,0.95
"1995","Blair",58,0.72
"1995","Lacy",18,0.95
"1995","Brook",66,0.9
"1995","Addison",20,0.48
"1995","Lesley",14,0.97
"1995","Stevie",33,0.73
"1995","Leigh",25,0.94
"1995","Elisha",95,0.53
"1995","Lynn",46,0.83
"1995","Jodie",70,0.97
"1995","Sheridan",60,0.78
"1995","Jean",68,0.36
"1995","Shelley",52,0.94
"1995","Marlen",54,0.89
"1995","Rosario",63,0.81
"1995","Frankie",89,0.3
"1995","Kelcey",100,0.9
"1995","Lashawn",53,0.56
"1995","Arden",87,0.75
"1995","Ashtin",92,0.83
"1995","Lorin",43,0.76
"1995","Ivey",81,0.92
"1995","Mckinley",51,0.45
"1995","Clair",24,0.9
"1995","Charley",29,0.57
"1995","Waverly",31,0.9
"1995","Aubry",55,0.84
"1995","Emery",45,0.39
"1995","Robbie",71,0.28
"1995","Ellery",17,0.61
"1995","Marlo",98,0.47
"1995","Taran",49,0.25
"1995","Jan",30,0.21
"1995","Arlyn",61,0.71
"1995","Berlin",28,0.73
"1995","Dee",65,0.6
"1995","Germaine",88,0.26
"1995","Jullian",39,0.21
"1995","Deon",77,0.02
"1995","Donnie",83,0.05
"1995","Jacque",97,0.26
"1995","Karon",5,0.1
"1995","Lavon",50,0.15
"1995","Joell",36,0.34
"1995","Reese",59,0.03
"1995","Alpha",72,0.27
"1995","Gerry",56,0.11
"1996","Ashley",11,1
"1996","Taylor",57,0.81
"1996","Madison",42,0.98
"1996","Lauren",3,1
"1996","Courtney",41,0.98
"1996","Morgan",12,0.9
"1996","Shelby",2,0.96
"1996","Kelsey",78,0.98
"1996","Allison",37,1
"1996","Sydney",8,0.98
"1996","Cheyenne",19,0.98
"1996","Kelly",10,0.94
"1996","Shannon",47,0.93
"1996","Bailey",22,0.74
"1996","Lindsey",7,0.99
"1996","Leslie",4,0.94
"1996","Lindsay",13,0.99
"1996","Whitney",23,0.99
"1996","Kendall",35,0.69
"1996","Kennedy",6,0.9
"1996","Aubrey",1,0.85
"1996","Lacey",62,0.99
"1996","Skylar",90,0.58
"1996","Sidney",84,0.7
"1996","Robin",85,0.81
"1996","Stacy",27,0.88
"1996","Lesley",14,0.98
"1996","Christy",34,0.99
"1996","Jaime",74,0.28
"1996","Avery",91,0.3
"1996","Carlie",64,0.99
"1996","Tracy",40,0.68
"1996","Paris",21,0.69
"1996","Addison",20,0.56
"1996","Sandy",15,0.92
"1996","Kiley",99,0.96
"1996","Michele",75,0.97
"1996","Kelley",26,0.92
"1996","Blair",58,0.75
"1996","Brook",66,0.89
"1996","Lacy",18,0.96
"1996","Stevie",33,0.72
"1996","Elisha",95,0.5
"1996","Leigh",25,0.95
"1996","Shelly",38,0.97
"1996","Lynn",46,0.88
"1996","Sheridan",60,0.84
"1996","Jodie",70,0.94
"1996","Rosario",63,0.82
"1996","Marlen",54,0.94
"1996","Jean",68,0.38
"1996","Frankie",89,0.3
"1996","Mckinley",51,0.52
"1996","Kelcey",100,0.95
"1996","Lashawn",53,0.54
"1996","Emery",45,0.54
"1996","Charley",29,0.6
"1996","Ashtin",92,0.76
"1996","Ivey",81,0.91
"1996","Lorin",43,0.79
"1996","Arden",87,0.8
"1996","Clair",24,0.86
"1996","Aubry",55,0.86
"1996","Robbie",71,0.28
"1996","Reese",59,0.17
"1996","Marlo",98,0.55
"1996","Ellery",17,0.79
"1996","Alpha",72,0.7
"1996","Taran",49,0.27
"1996","Berlin",28,0.74
"1996","Jan",30,0.16
"1996","Dee",65,0.5
"1996","Carman",73,0.76
"1996","Jullian",39,0.22
"1996","Lavon",50,0.23
"1996","Arya",96,0.31
"1996","Caron",32,0.44
"1996","Deon",77,0.02
"1996","Germaine",88,0.24
"1996","Corliss",82,0.56
"1996","Donnie",83,0.03
"1996","Karon",5,0.06
"1996","Marlowe",80,0.47
"1996","Gale",67,0.47
"1996","Jacque",97,0.19
"1997","Ashley",11,1
"1997","Taylor",57,0.82
"1997","Madison",42,0.98
"1997","Lauren",3,1
"1997","Morgan",12,0.91
"1997","Courtney",41,0.97
"1997","Sydney",8,0.99
"1997","Allison",37,1
"1997","Shelby",2,0.97
"1997","Kelsey",78,0.98
"1997","Bailey",22,0.7
"1997","Cheyenne",19,0.98
"1997","Kelly",10,0.94
"1997","Shannon",47,0.93
"1997","Lindsey",7,0.99
"1997","Leslie",4,0.95
"1997","Lindsay",13,1
"1997","Whitney",23,0.99
"1997","Kennedy",6,0.9
"1997","Kendall",35,0.7
"1997","Aubrey",1,0.86
"1997","Meredith",94,0.99
"1997","Sidney",84,0.73
"1997","Lacey",62,0.99
"1997","Skylar",90,0.6
"1997","Avery",91,0.46
"1997","Lesley",14,0.98
"1997","Robin",85,0.78
"1997","Stacy",27,0.86
"1997","Addison",20,0.61
"1997","Paris",21,0.74
"1997","Jaime",74,0.27
"1997","Kiley",99,0.97
"1997","Christy",34,0.99
"1997","Tracy",40,0.63
"1997","Sandy",15,0.92
"1997","Michele",75,0.96
"1997","Blair",58,0.73
"1997","Kelley",26,0.92
"1997","Brook",66,0.86
"1997","Lacy",18,0.95
"1997","Sheridan",60,0.85
"1997","Stevie",33,0.69
"1997","Elisha",95,0.47
"1997","Leigh",25,0.93
"1997","Lynn",46,0.84
"1997","Rosario",63,0.84
"1997","Jodie",70,0.91
"1997","Jean",68,0.37
"1997","Marlen",54,0.93
"1997","Frankie",89,0.32
"1997","Mckinley",51,0.5
"1997","Kelcey",100,0.9
"1997","Charley",29,0.72
"1997","Arden",87,0.78
"1997","Emery",45,0.48
"1997","Ivey",81,0.91
"1997","Lashawn",53,0.59
"1997","Lorin",43,0.82
"1997","Clair",24,0.91
"1997","Reese",59,0.18
"1997","Ashtin",92,0.6
"1997","Aubry",55,0.79
"1997","Marlo",98,0.65
"1997","Ellery",17,0.76
"1997","Waverly",31,0.82
"1997","Robbie",71,0.27
"1997","Alpha",72,0.58
"1997","Deon",77,0.05
"1997","Carman",73,0.69
"1997","Jan",30,0.17
"1997","Jullian",39,0.3
"1997","Arya",96,0.3
"1997","Germaine",88,0.29
"1997","Dee",65,0.51
"1997","Karon",5,0.11
"1997","Taran",49,0.11
"1997","Lou",79,0.34
"1997","Marlowe",80,0.41
"1997","Jacque",97,0.16
"1998","Ashley",11,1
"1998","Taylor",57,0.84
"1998","Madison",42,0.99
"1998","Lauren",3,1
"1998","Morgan",12,0.92
"1998","Sydney",8,0.99
"1998","Allison",37,1
"1998","Courtney",41,0.97
"1998","Shelby",2,0.97
"1998","Kelsey",78,0.98
"1998","Bailey",22,0.71
"1998","Cheyenne",19,0.99
"1998","Kelly",10,0.94
"1998","Lindsey",7,0.99
"1998","Shannon",47,0.93
"1998","Leslie",4,0.96
"1998","Lindsay",13,1
"1998","Skylar",90,0.71
"1998","Kennedy",6,0.92
"1998","Kendall",35,0.71
"1998","Whitney",23,0.99
"1998","Aubrey",1,0.88
"1998","Avery",91,0.51
"1998","Sidney",84,0.76
"1998","Meredith",94,1
"1998","Lacey",62,0.99
"1998","Lesley",14,0.98
"1998","Addison",20,0.66
"1998","Paris",21,0.74
"1998","Carlie",64,0.99
"1998","Robin",85,0.77
"1998","Stacy",27,0.9
"1998","Kiley",99,0.96
"1998","Jaime",74,0.26
"1998","Sandy",15,0.92
"1998","Tracy",40,0.64
"1998","Brook",66,0.93
"1998","Michele",75,0.95
"1998","Kelley",26,0.92
"1998","Blair",58,0.68
"1998","Stevie",33,0.77
"1998","Lacy",18,0.97
"1998","Elisha",95,0.48
"1998","Sheridan",60,0.84
"1998","Lynn",46,0.84
"1998","Jean",68,0.45
"1998","Marlen",54,0.92
"1998","Leigh",25,0.94
"1998","Rosario",63,0.8
"1998","Mckinley",51,0.58
"1998","Jodie",70,0.94
"1998","Frankie",89,0.31
"1998","Shelley",52,0.91
"1998","Arden",87,0.77
"1998","Charley",29,0.71
"1998","Emery",45,0.55
"1998","Kelcey",100,0.93
"1998","Reese",59,0.18
"1998","Lashawn",53,0.47
"1998","Lorin",43,0.78
"1998","Arlyn",61,0.89
"1998","Aubry",55,0.85
"1998","Ellery",17,0.86
"1998","Marlo",98,0.59
"1998","Ashtin",92,0.59
"1998","Robbie",71,0.29
"1998","Waverly",31,0.78
"1998","Arya",96,0.44
"1998","Alpha",72,0.5
"1998","Jullian",39,0.32
"1998","Deon",77,0.04
"1998","Jan",30,0.14
"1998","Marlowe",80,0.64
"1998","Berlin",28,0.66
"1998","Germaine",88,0.25
"1998","Joell",36,0.47
"1998","Taran",49,0.1
"1998","Donnie",83,0.05
"1998","Lavon",50,0.13
"1998","Lou",79,0.43
"1998","Jacque",97,0.26
"1998","Caron",32,0.24
"1998","Dee",65,0.51
"1998","Karon",5,0.07
"1999","Ashley",11,1
"1999","Madison",42,0.99
"1999","Taylor",57,0.85
"1999","Lauren",3,1
"1999","Sydney",8,0.99
"1999","Morgan",12,0.92
"1999","Allison",37,1
"1999","Courtney",41,0.97
"1999","Shelby",2,0.97
"1999","Bailey",22,0.7
"1999","Kelsey",78,0.98
"1999","Cheyenne",19,0.99
"1999","Kelly",10,0.95
"1999","Lindsey",7,1
"1999","Leslie",4,0.97
"1999","Shannon",47,0.9
"1999","Skylar",90,0.79
"1999","Kennedy",6,0.92
"1999","Lindsay",13,0.99
"1999","Avery",91,0.53
"1999","Kendall",35,0.71
"1999","Whitney",23,0.99
"1999","Aubrey",1,0.88
"1999","Sidney",84,0.78
"1999","Lacey",62,0.99
"1999","Addison",20,0.67
"1999","Lesley",14,0.97
"1999","Kiley",99,0.97
"1999","Paris",21,0.78
"1999","Robin",85,0.75
"1999","Stacy",27,0.87
"1999","Jaime",74,0.23
"1999","Sandy",15,0.94
"1999","Tracy",40,0.64
"1999","Brook",66,0.93
"1999","Michele",75,0.94
"1999","Hillary",69,0.98
"1999","Blair",58,0.73
"1999","Kelley",26,0.88
"1999","Lacy",18,0.96
"1999","Sheridan",60,0.85
"1999","Elisha",95,0.41
"1999","Stevie",33,0.74
"1999","Reese",59,0.26
"1999","Rosario",63,0.81
"1999","Lynn",46,0.81
"1999","Leigh",25,0.93
"1999","Mckinley",51,0.61
"1999","Jodie",70,0.89
"1999","Marlen",54,0.94
"1999","Frankie",89,0.31
"1999","Emery",45,0.59
"1999","Jean",68,0.32
"1999","Arden",87,0.78
"1999","Charley",29,0.66
"1999","Aubry",55,0.92
"1999","Lorin",43,0.81
"1999","Kelcey",100,0.81
"1999","Ashtin",92,0.64
"1999","Arlyn",61,0.89
"1999","Ellery",17,0.76
"1999","Lashawn",53,0.41
"1999","Robbie",71,0.29
"1999","Marlo",98,0.49
"1999","Waverly",31,0.84
"1999","Carman",73,0.77
"1999","Arya",96,0.35
"1999","Jullian",39,0.28
"1999","Taran",49,0.17
"1999","Berlin",28,0.69
"1999","Deon",77,0.04
"1999","Karon",5,0.11
"1999","Germaine",88,0.24
"1999","Alpha",72,0.2
"1999","Donnie",83,0.05
"1999","Jan",30,0.07
"1999","Lou",79,0.44
"1999","Joell",36,0.24
"2000","Madison",42,0.99
"2000","Ashley",11,1
"2000","Taylor",57,0.85
"2000","Lauren",3,1
"2000","Sydney",8,0.99
"2000","Morgan",12,0.92
"2000","Allison",37,1
"2000","Courtney",41,0.97
"2000","Bailey",22,0.73
"2000","Shelby",2,0.97
"2000","Kelsey",78,0.98
"2000","Leslie",4,0.97
"2000","Cheyenne",19,0.99
"2000","Lindsey",7,0.99
"2000","Kelly",10,0.94
"2000","Skylar",90,0.78
"2000","Kennedy",6,0.94
"2000","Shannon",47,0.9
"2000","Avery",91,0.58
"2000","Lindsay",13,0.99
"2000","Kendall",35,0.7
"2000","Aubrey",1,0.89
"2000","Sidney",84,0.79
"2000","Whitney",23,0.98
"2000","Addison",20,0.7
"2000","Lesley",14,0.98
"2000","Kiley",99,0.99
"2000","Paris",21,0.76
"2000","Carlie",64,0.99
"2000","Stacy",27,0.88
"2000","Robin",85,0.76
"2000","Sandy",15,0.95
"2000","Tracy",40,0.7
"2000","Jaime",74,0.21
"2000","Brook",66,0.9
"2000","Sheridan",60,0.92
"2000","Reese",59,0.31
"2000","Michele",75,0.92
"2000","Blair",58,0.68
"2000","Marlen",54,0.97
"2000","Kelley",26,0.87
"2000","Lacy",18,0.94
"2000","Stevie",33,0.79
"2000","Elisha",95,0.42
"2000","Mckinley",51,0.62
"2000","Lynn",46,0.78
"2000","Rosario",63,0.82
"2000","Leigh",25,0.9
"2000","Jean",68,0.3
"2000","Jodie",70,0.96
"2000","Arden",87,0.76
"2000","Emery",45,0.56
"2000","Frankie",89,0.3
"2000","Aubry",55,0.9
"2000","Lindy",16,0.92
"2000","Charley",29,0.63
"2000","Ivey",81,0.9
"2000","Lorin",43,0.79
